GENDER,AGE_GRP,VISIT_ORDER,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,DGSTFN,VISIT_AREA_NM
0.0,40.0,13,2.0,2.0,5.0,3.0,4.0,2.0,4.0,표선해수욕장
0.0,40.0,38,3.0,2.0,4.0,3.0,2.0,6.0,4.0,바이제주
0.0,20.0,14,4.0,1.0,6.0,5.0,3.0,3.0,5.0,해송수산물회센타
1.0,30.0,7,1.0,1.0,2.0,2.0,7.0,5.0,3.0,우리회수산
0.0,20.0,15,1.0,4.0,2.0,3.0,1.0,6.0,4.0,여수딸기모찌
1.0,50.0,15,2.0,2.0,2.0,6.0,2.0,6.0,5.0,카멜리아힐
1.0,30.0,19,4.0,1.0,3.0,6.0,2.0,6.0,5.0,우진해장국
1.0,20.0,12,1.0,6.0,1.0,2.0,7.0,1.0,5.0,솔브레
1.0,20.0,11,1.0,1.0,4.0,4.0,5.0,7.0,5.0,카페라라라
1.0,30.0,54,3.0,4.0,5.0,6.0,2.0,5.0,5.0,해월정 제주공항점
1.0,20.0,5,4.0,4.0,7.0,4.0,6.0,4.0,4.0,미친부엌
1.0,30.0,4,2.0,4.0,3.0,2.0,4.0,2.0,4.0,담아래
0.0,30.0,10,1.0,2.0,7.0,1.0,5.0,6.0,5.0,프랑스백반
0.0,20.0,32,6.0,7.0,2.0,4.0,7.0,1.0,4.0,성산일출봉손칼국수
1.0,20.0,8,2.0,1.0,7.0,6.0,6.0,5.0,4.0,신창풍차해안도로
1.0,20.0,4,7.0,4.0,7.0,7.0,6.0,6.0,4.0,산지천
1.0,20.0,10,2.0,2.0,3.0,3.0,5.0,5.0,5.0,펜고호다 pengohoda
1.0,20.0,14,3.0,4.0,2.0,3.0,5.0,5.0,3.0,스타벅스 제주송악산점
0.0,20.0,13,2.0,2.0,5.0,6.0,6.0,5.0,4.0,삼무뚝배기갈치
0.0,20.0,19,4.0,1.0,7.0,4.0,7.0,2.0,5.0,다이소 제주한림점
0.0,40.0,30,3.0,2.0,4.0,3.0,2.0,6.0,5.0,용이식당
1.0,30.0,9,2.0,2.0,3.0,3.0,5.0,6.0,4.0,카페살레
0.0,40.0,40,1.0,1.0,1.0,1.0,1.0,4.0,4.0,화순금모래해수욕장
0.0,30.0,25,2.0,6.0,6.0,4.0,2.0,6.0,5.0,경성수산
1.0,30.0,10,4.0,1.0,4.0,5.0,6.0,6.0,5.0,카페닐스
0.0,20.0,22,2.0,2.0,2.0,2.0,3.0,1.0,5.0,장안사
1.0,20.0,5,2.0,2.0,3.0,4.0,2.0,5.0,4.0,마루나키친
0.0,20.0,27,4.0,1.0,7.0,4.0,7.0,2.0,5.0,무지개렌트카
1.0,30.0,17,2.0,4.0,4.0,5.0,5.0,5.0,4.0,비밀의숲
1.0,20.0,19,2.0,1.0,4.0,5.0,6.0,7.0,5.0,곰막식당
0.0,40.0,6,2.0,6.0,6.0,2.0,3.0,5.0,4.0,하동까스
1.0,30.0,11,2.0,4.0,1.0,3.0,5.0,2.0,5.0,카페본태
1.0,20.0,27,5.0,3.0,6.0,1.0,7.0,5.0,3.0,도두몰
1.0,40.0,6,3.0,1.0,2.0,5.0,5.0,4.0,4.0,보문사
0.0,40.0,25,1.0,4.0,3.0,1.0,7.0,4.0,5.0,용연구름다리
0.0,30.0,8,3.0,3.0,3.0,2.0,6.0,5.0,4.0,쇠소깍빵명장
1.0,20.0,6,2.0,2.0,6.0,4.0,5.0,5.0,5.0,용두암
1.0,40.0,2,4.0,1.0,1.0,7.0,7.0,7.0,3.0,마보기
1.0,30.0,6,2.0,2.0,4.0,1.0,6.0,6.0,5.0,복집식당
1.0,40.0,10,4.0,3.0,3.0,2.0,2.0,5.0,4.0,아라리오뮤지엄 동문모텔1
0.0,30.0,8,2.0,1.0,5.0,4.0,3.0,7.0,3.0,우무 제주시점
1.0,30.0,20,1.0,1.0,3.0,4.0,2.0,4.0,2.0,예스렌트카
0.0,30.0,18,2.0,4.0,4.0,3.0,3.0,4.0,5.0,우동카덴
0.0,20.0,4,3.0,2.0,3.0,3.0,3.0,2.0,5.0,시타북빠
1.0,20.0,6,4.0,4.0,2.0,2.0,6.0,7.0,4.0,수목원길야시장
1.0,20.0,8,3.0,5.0,3.0,5.0,3.0,5.0,2.0,비자림
1.0,40.0,17,1.0,6.0,6.0,2.0,6.0,6.0,5.0,현포항
1.0,20.0,18,2.0,2.0,7.0,4.0,3.0,5.0,4.0,닭머르
0.0,30.0,12,1.0,6.0,1.0,3.0,6.0,6.0,5.0,고쿠텐 서귀포점
1.0,20.0,4,3.0,2.0,6.0,1.0,2.0,7.0,2.0,라움이즈
1.0,20.0,4,7.0,7.0,7.0,6.0,1.0,4.0,5.0,무민랜드제주
0.0,40.0,18,2.0,2.0,2.0,2.0,5.0,7.0,3.0,삼양다방
0.0,30.0,13,4.0,1.0,5.0,6.0,3.0,2.0,5.0,신용참숯갈비
1.0,30.0,34,2.0,2.0,4.0,4.0,6.0,5.0,3.0,오라디오라
1.0,20.0,21,7.0,4.0,7.0,7.0,6.0,6.0,4.0,삼양해수욕장
1.0,40.0,8,4.0,3.0,3.0,2.0,2.0,5.0,5.0,노형수퍼마켙
0.0,40.0,23,1.0,4.0,3.0,1.0,7.0,4.0,5.0,유남회센타
1.0,40.0,23,2.0,2.0,1.0,4.0,5.0,6.0,5.0,드르쿰다in성산
1.0,20.0,5,1.0,1.0,2.0,2.0,1.0,3.0,4.0,제주드림타워
0.0,40.0,34,1.0,1.0,1.0,1.0,1.0,4.0,1.0,콩이네두부
1.0,40.0,5,2.0,1.0,6.0,2.0,6.0,4.0,5.0,화순한가네식당
0.0,30.0,3,4.0,3.0,5.0,4.0,1.0,3.0,2.0,제주에가면
0.0,40.0,18,3.0,2.0,5.0,2.0,5.0,6.0,5.0,에이바우트커피 함덕해수욕장점
0.0,20.0,4,2.0,2.0,4.0,3.0,6.0,7.0,4.0,오천몽돌해변
0.0,20.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,신세계백화점 대구점
0.0,20.0,5,6.0,2.0,7.0,3.0,1.0,4.0,5.0,독일마을
0.0,20.0,12,5.0,5.0,1.0,3.0,5.0,6.0,4.0,퍼시픽리솜 더클리프카페&펍
1.0,20.0,5,2.0,1.0,4.0,3.0,7.0,2.0,4.0,마모루
1.0,30.0,41,4.0,1.0,7.0,7.0,4.0,7.0,4.0,함덕해수욕장
1.0,20.0,18,4.0,2.0,4.0,4.0,2.0,6.0,2.0,중문색달해수욕장
0.0,20.0,21,4.0,1.0,6.0,7.0,2.0,7.0,5.0,용연계곡
1.0,40.0,6,3.0,2.0,3.0,4.0,2.0,1.0,5.0,올레길 21코스
0.0,20.0,5,1.0,1.0,1.0,3.0,6.0,7.0,5.0,장수고을
0.0,40.0,22,3.0,2.0,4.0,3.0,2.0,6.0,5.0,산지해장국 서귀포점
0.0,30.0,9,1.0,1.0,7.0,1.0,1.0,7.0,4.0,오설록티뮤지엄
1.0,20.0,16,4.0,2.0,4.0,4.0,6.0,6.0,5.0,이호테우등대
1.0,20.0,7,3.0,1.0,6.0,5.0,3.0,6.0,5.0,포토시그니처 제주연동점
1.0,30.0,2,3.0,3.0,2.0,3.0,2.0,3.0,5.0,검은여 쉼터
0.0,20.0,3,2.0,2.0,3.0,3.0,6.0,6.0,4.0,강화광성보
1.0,50.0,4,2.0,6.0,6.0,2.0,5.0,3.0,5.0,보리암
1.0,50.0,4,2.0,4.0,2.0,4.0,4.0,2.0,5.0,카페돗돗헌
0.0,50.0,16,4.0,3.0,3.0,2.0,2.0,7.0,5.0,임풍해장국
1.0,20.0,15,2.0,1.0,6.0,3.0,7.0,6.0,5.0,섬소나이 위미점
0.0,30.0,31,1.0,4.0,6.0,5.0,6.0,6.0,5.0,사라봉
0.0,20.0,55,1.0,1.0,3.0,2.0,1.0,6.0,5.0,제주세호해장국 연동직영점
0.0,20.0,22,7.0,1.0,4.0,4.0,1.0,7.0,4.0,제주동문시장
1.0,20.0,2,2.0,2.0,3.0,1.0,6.0,6.0,4.0,제주김만복김밥 서귀포점
1.0,20.0,4,2.0,2.0,3.0,3.0,3.0,6.0,5.0,교동망향대
0.0,20.0,14,5.0,2.0,3.0,3.0,4.0,5.0,5.0,귤꽃다락
1.0,30.0,20,1.0,1.0,4.0,1.0,4.0,3.0,5.0,모이소
0.0,30.0,5,2.0,1.0,5.0,4.0,3.0,7.0,4.0,더제이드카페앤펍
1.0,20.0,38,2.0,1.0,7.0,1.0,6.0,4.0,3.0,동귀리갈칫집
1.0,20.0,16,2.0,3.0,3.0,2.0,5.0,4.0,5.0,맛나식당
0.0,40.0,26,1.0,3.0,3.0,3.0,5.0,3.0,5.0,이마트 서귀포점
0.0,40.0,5,1.0,4.0,4.0,1.0,1.0,4.0,3.0,아침미소목장
1.0,30.0,22,4.0,2.0,5.0,4.0,3.0,6.0,5.0,우니담
1.0,20.0,3,6.0,2.0,2.0,2.0,2.0,7.0,5.0,남도리쉼터
0.0,30.0,17,3.0,3.0,3.0,4.0,3.0,5.0,5.0,폴바셋 제주용담DT점
1.0,20.0,13,2.0,1.0,4.0,5.0,6.0,6.0,5.0,하라케케
0.0,30.0,15,2.0,3.0,2.0,1.0,5.0,1.0,2.0,김녕오라이
1.0,40.0,5,4.0,1.0,1.0,7.0,1.0,7.0,3.0,성읍랜드
1.0,30.0,3,4.0,1.0,4.0,4.0,2.0,4.0,3.0,삼무국수 성산점
1.0,20.0,9,2.0,1.0,7.0,7.0,1.0,7.0,4.0,스파오 제주중앙로점
1.0,20.0,31,2.0,2.0,7.0,4.0,3.0,5.0,4.0,멘도롱돈까스
1.0,20.0,15,1.0,1.0,4.0,4.0,5.0,7.0,5.0,우도
0.0,30.0,7,5.0,4.0,4.0,5.0,3.0,5.0,3.0,곽지해수욕장
1.0,30.0,2,2.0,1.0,3.0,4.0,2.0,4.0,4.0,시청우동
0.0,20.0,12,2.0,1.0,6.0,5.0,1.0,1.0,5.0,엔제리너스 한라수목원점
0.0,40.0,26,3.0,2.0,5.0,3.0,2.0,6.0,4.0,서귀포매일올레시장
1.0,30.0,29,4.0,2.0,5.0,4.0,6.0,5.0,5.0,이솝 제주점
0.0,30.0,2,4.0,2.0,3.0,5.0,3.0,3.0,4.0,산방사
1.0,40.0,4,2.0,2.0,2.0,6.0,5.0,5.0,4.0,카페나모나모
0.0,30.0,8,1.0,1.0,7.0,1.0,1.0,7.0,4.0,카페노티드 제주애월
1.0,30.0,3,2.0,2.0,5.0,4.0,2.0,6.0,4.0,롤링브루잉
1.0,40.0,10,2.0,2.0,1.0,4.0,5.0,6.0,4.0,올레야시장
1.0,20.0,20,1.0,1.0,4.0,1.0,4.0,4.0,4.0,롯데리아 제주공항국내선탑승점
1.0,20.0,8,3.0,2.0,4.0,5.0,3.0,2.0,4.0,걸리버여행기
0.0,20.0,20,3.0,2.0,4.0,2.0,7.0,2.0,5.0,태웃개
1.0,30.0,9,4.0,1.0,4.0,3.0,6.0,3.0,5.0,일도전복
0.0,40.0,15,2.0,2.0,3.0,3.0,6.0,2.0,4.0,빽다방 제주노형뜨란채점
0.0,40.0,15,7.0,1.0,1.0,7.0,7.0,3.0,5.0,은희네해장국 서귀포점
1.0,20.0,9,6.0,2.0,6.0,1.0,7.0,2.0,4.0,새별오름
0.0,50.0,12,3.0,3.0,2.0,1.0,1.0,7.0,5.0,9.81파크
1.0,30.0,8,1.0,1.0,4.0,2.0,5.0,3.0,3.0,써브웨이 제주대점
1.0,30.0,9,1.0,1.0,5.0,4.0,2.0,6.0,3.0,신창풍차해안
0.0,30.0,9,2.0,1.0,5.0,4.0,3.0,7.0,4.0,도두동무지개해안도로
1.0,20.0,24,2.0,1.0,6.0,4.0,6.0,1.0,4.0,하이엔드제주
1.0,20.0,15,2.0,2.0,4.0,3.0,4.0,5.0,4.0,이쁜선물가게
1.0,20.0,14,4.0,4.0,4.0,4.0,2.0,5.0,2.0,장승포식당
1.0,20.0,16,2.0,1.0,6.0,4.0,6.0,1.0,4.0,용머리해안
0.0,40.0,22,1.0,1.0,1.0,1.0,1.0,4.0,4.0,서귀포매일올레시장
1.0,30.0,6,4.0,2.0,5.0,3.0,2.0,7.0,5.0,블루오션 차귀도요트
1.0,20.0,21,7.0,1.0,7.0,4.0,3.0,7.0,5.0,봄이네해바라기
0.0,30.0,29,1.0,4.0,6.0,5.0,6.0,6.0,5.0,수목원길야시장
0.0,30.0,12,1.0,1.0,4.0,1.0,7.0,7.0,5.0,은희네해장국
1.0,30.0,23,5.0,1.0,6.0,6.0,6.0,7.0,4.0,원앤온리
1.0,30.0,8,1.0,1.0,1.0,3.0,1.0,7.0,5.0,제주나기
0.0,30.0,19,5.0,4.0,4.0,5.0,3.0,5.0,4.0,드르쿰다in성산
1.0,30.0,5,3.0,7.0,3.0,3.0,5.0,2.0,4.0,할리스커피
1.0,40.0,6,2.0,1.0,6.0,2.0,6.0,4.0,5.0,화순곶자왈
1.0,20.0,29,4.0,3.0,5.0,3.0,3.0,5.0,4.0,스타벅스 제주칠성점
0.0,40.0,2,4.0,5.0,3.0,1.0,7.0,2.0,3.0,함덕마당
1.0,30.0,31,4.0,3.0,5.0,5.0,5.0,6.0,4.0,비케이브
0.0,20.0,11,2.0,2.0,6.0,2.0,2.0,6.0,5.0,에이바우트커피 중문점
0.0,20.0,16,2.0,2.0,5.0,6.0,6.0,5.0,4.0,강정다이브센터
1.0,20.0,13,2.0,1.0,4.0,2.0,6.0,5.0,5.0,문도지오름
0.0,40.0,9,2.0,6.0,6.0,2.0,3.0,5.0,4.0,ICC제주갤러리
0.0,40.0,31,1.0,1.0,1.0,1.0,1.0,4.0,4.0,외돌개
0.0,30.0,13,4.0,1.0,4.0,5.0,5.0,4.0,4.0,해녀김금단포장마차
1.0,20.0,17,2.0,2.0,5.0,2.0,2.0,3.0,2.0,종이시계
1.0,20.0,32,2.0,3.0,5.0,3.0,2.0,6.0,5.0,동부농원
0.0,30.0,15,6.0,2.0,2.0,7.0,7.0,3.0,5.0,제주현대미술관
1.0,20.0,4,2.0,1.0,7.0,6.0,1.0,7.0,5.0,협재해수욕장
0.0,20.0,11,3.0,2.0,4.0,2.0,7.0,2.0,4.0,황우지선녀탕
1.0,20.0,22,4.0,1.0,3.0,2.0,7.0,4.0,4.0,삼양해수욕장
1.0,30.0,7,5.0,1.0,6.0,6.0,6.0,7.0,4.0,신창풍차해안도로
1.0,30.0,9,1.0,2.0,6.0,4.0,6.0,6.0,3.0,평대리해수욕장
1.0,30.0,67,4.0,1.0,4.0,5.0,6.0,6.0,3.0,스타벅스 제주송악산점
1.0,30.0,2,3.0,3.0,4.0,2.0,6.0,5.0,4.0,로빙화
1.0,20.0,29,2.0,3.0,2.0,4.0,2.0,7.0,5.0,소길별하
0.0,30.0,20,3.0,1.0,7.0,5.0,2.0,7.0,4.0,명진전복
0.0,30.0,5,4.0,1.0,3.0,3.0,4.0,2.0,4.0,망고홀릭 애월해안도로점
0.0,30.0,15,2.0,4.0,3.0,1.0,1.0,1.0,5.0,카페브릭
1.0,30.0,19,3.0,1.0,6.0,3.0,5.0,7.0,5.0,성산스쿠버리조트
1.0,20.0,2,4.0,1.0,2.0,5.0,4.0,3.0,5.0,협재온다정
1.0,30.0,21,5.0,1.0,6.0,4.0,1.0,7.0,5.0,스누피가든
1.0,20.0,7,2.0,3.0,5.0,3.0,2.0,6.0,5.0,한담해안산책로
0.0,40.0,9,3.0,2.0,4.0,3.0,2.0,6.0,5.0,엉클통김밥 법환점
1.0,20.0,6,3.0,2.0,2.0,7.0,1.0,3.0,4.0,제주냥이
0.0,20.0,34,4.0,1.0,6.0,7.0,2.0,7.0,3.0,다이소 제주동문시장점
1.0,30.0,19,4.0,4.0,5.0,2.0,2.0,7.0,4.0,씨유편의점
0.0,20.0,6,7.0,5.0,4.0,3.0,6.0,5.0,4.0,새로나분식
1.0,30.0,28,4.0,4.0,4.0,4.0,4.0,4.0,4.0,꿀봉이
0.0,30.0,26,2.0,1.0,5.0,4.0,3.0,7.0,4.0,서귀포매일올레시장
1.0,20.0,3,1.0,1.0,1.0,1.0,7.0,1.0,5.0,제주시새우리 제주점
0.0,30.0,26,4.0,1.0,1.0,1.0,1.0,4.0,5.0,제주관광공사 지정면세점
0.0,20.0,7,6.0,2.0,5.0,6.0,2.0,7.0,4.0,스피닝울프
0.0,20.0,21,7.0,1.0,1.0,4.0,7.0,1.0,5.0,금능해수욕장
1.0,30.0,23,1.0,5.0,4.0,3.0,4.0,6.0,5.0,새별오름
1.0,20.0,29,4.0,2.0,4.0,2.0,7.0,7.0,4.0,제주에가면
1.0,20.0,14,1.0,2.0,2.0,2.0,3.0,5.0,4.0,오가닉제주
1.0,20.0,4,4.0,4.0,4.0,4.0,5.0,6.0,2.0,고래회수산
1.0,40.0,11,6.0,2.0,2.0,4.0,6.0,2.0,4.0,스타벅스 성산일출봉점
1.0,20.0,19,2.0,2.0,4.0,3.0,4.0,5.0,5.0,아코제주
1.0,20.0,12,4.0,4.0,7.0,4.0,6.0,4.0,4.0,제주시차
1.0,20.0,15,4.0,4.0,2.0,6.0,6.0,6.0,3.0,다정이네 올레시장본점
1.0,30.0,30,3.0,4.0,3.0,4.0,3.0,3.0,4.0,프라이탁 홍대점
1.0,20.0,5,3.0,2.0,2.0,7.0,1.0,3.0,5.0,세화해변
0.0,40.0,17,1.0,3.0,3.0,3.0,5.0,3.0,5.0,레드캡렌터카 제주지점
1.0,30.0,16,2.0,1.0,6.0,4.0,4.0,5.0,5.0,만장굴
0.0,20.0,13,2.0,2.0,3.0,2.0,2.0,6.0,4.0,신양섭지해수욕장
1.0,60.0,3,1.0,1.0,1.0,5.0,5.0,5.0,4.0,보령해저터널 홍보관
1.0,20.0,30,4.0,5.0,2.0,1.0,5.0,7.0,5.0,함덕해수욕장
0.0,30.0,3,1.0,1.0,2.0,3.0,4.0,5.0,5.0,금능해수욕장
1.0,20.0,10,2.0,2.0,5.0,3.0,7.0,4.0,5.0,성산일출봉
0.0,30.0,11,2.0,6.0,2.0,2.0,6.0,3.0,5.0,한림칼국수 제주세화점
1.0,30.0,8,2.0,7.0,7.0,4.0,6.0,3.0,4.0,금돈상회
0.0,40.0,19,3.0,2.0,5.0,3.0,2.0,6.0,4.0,대정향교
1.0,20.0,9,2.0,1.0,4.0,3.0,2.0,7.0,4.0,곽지해수욕장
1.0,20.0,22,2.0,4.0,2.0,4.0,6.0,6.0,5.0,어영소공원 화장실
0.0,20.0,8,1.0,1.0,7.0,1.0,7.0,3.0,3.0,송당리
0.0,20.0,9,2.0,2.0,2.0,2.0,2.0,2.0,5.0,올레길 4코스(표선-남원 올레)
0.0,30.0,9,4.0,3.0,2.0,2.0,4.0,5.0,3.0,스타벅스 제주중문점
1.0,30.0,14,2.0,2.0,2.0,3.0,6.0,5.0,1.0,정방폭포
1.0,40.0,10,1.0,1.0,6.0,1.0,7.0,7.0,5.0,곰막식당
0.0,30.0,12,2.0,3.0,2.0,3.0,6.0,5.0,5.0,중문관광단지 별내린전망대
1.0,20.0,23,1.0,1.0,4.0,1.0,7.0,6.0,5.0,사계해변
0.0,30.0,30,2.0,6.0,6.0,4.0,2.0,6.0,4.0,소소한담
0.0,30.0,10,3.0,1.0,7.0,5.0,2.0,7.0,3.0,가람돌솥밥
0.0,20.0,24,6.0,2.0,2.0,6.0,7.0,2.0,5.0,연동회관
1.0,40.0,7,4.0,1.0,1.0,7.0,1.0,7.0,4.0,까망도그
0.0,50.0,6,1.0,1.0,2.0,2.0,2.0,4.0,5.0,약천사
1.0,50.0,12,2.0,2.0,2.0,6.0,2.0,6.0,5.0,귀덕해안도로
1.0,20.0,6,4.0,2.0,7.0,1.0,5.0,6.0,5.0,통영리스타트플랫폼
1.0,30.0,6,3.0,1.0,6.0,3.0,5.0,7.0,5.0,다이소 제주동문시장점
1.0,30.0,12,3.0,3.0,3.0,3.0,4.0,5.0,5.0,새별오름
1.0,20.0,2,2.0,1.0,4.0,1.0,1.0,7.0,5.0,백약이오름
1.0,40.0,20,3.0,1.0,2.0,5.0,5.0,4.0,5.0,한담해안산책로
0.0,20.0,12,2.0,2.0,3.0,2.0,2.0,6.0,4.0,스타벅스 제주성산DT점
1.0,30.0,11,1.0,1.0,5.0,4.0,2.0,6.0,5.0,함덕해수욕장
0.0,20.0,20,4.0,1.0,6.0,7.0,2.0,7.0,4.0,용두암
1.0,20.0,21,6.0,1.0,2.0,4.0,2.0,5.0,2.0,바이나흐튼 크리스마스박물관
1.0,20.0,8,6.0,1.0,4.0,1.0,2.0,7.0,5.0,서귀포매일올레시장
1.0,30.0,40,4.0,1.0,7.0,7.0,4.0,7.0,5.0,함덕촐래밥상
0.0,40.0,11,2.0,2.0,5.0,3.0,4.0,2.0,5.0,교래자연휴양림
1.0,20.0,19,2.0,3.0,4.0,3.0,5.0,5.0,5.0,송악산
1.0,40.0,4,6.0,4.0,7.0,7.0,6.0,5.0,5.0,송악산둘레길
1.0,40.0,35,2.0,3.0,5.0,3.0,2.0,6.0,5.0,쉬리의언덕
1.0,30.0,24,4.0,1.0,3.0,6.0,2.0,6.0,5.0,숙성도 함덕점
1.0,20.0,6,4.0,1.0,1.0,3.0,1.0,7.0,5.0,애월해안도로
1.0,50.0,2,2.0,4.0,2.0,4.0,4.0,2.0,5.0,낭구지횟집
0.0,20.0,12,3.0,2.0,3.0,3.0,3.0,2.0,4.0,낭쿰낭쿰
1.0,30.0,7,2.0,2.0,6.0,5.0,3.0,5.0,4.0,이중섭미술관
1.0,20.0,31,2.0,3.0,2.0,4.0,2.0,7.0,5.0,성이시돌목장
1.0,20.0,37,2.0,3.0,7.0,4.0,6.0,3.0,5.0,정성듬뿍제주국
1.0,30.0,28,4.0,6.0,5.0,1.0,1.0,7.0,5.0,싱계물공원
1.0,30.0,13,2.0,2.0,3.0,6.0,4.0,7.0,5.0,중문색달해수욕장
0.0,20.0,44,1.0,1.0,3.0,2.0,1.0,6.0,5.0,협재비선루
1.0,30.0,17,4.0,1.0,4.0,5.0,6.0,6.0,5.0,올래국수 본점
0.0,40.0,4,1.0,4.0,1.0,1.0,4.0,7.0,5.0,비밀의숲
1.0,20.0,19,2.0,4.0,4.0,5.0,6.0,6.0,5.0,지미스우도 보트관광
1.0,20.0,3,2.0,1.0,4.0,4.0,6.0,6.0,4.0,제주동문시장
1.0,20.0,17,2.0,5.0,1.0,3.0,4.0,3.0,5.0,용연구름다리
1.0,20.0,11,3.0,3.0,4.0,4.0,6.0,4.0,4.0,기원은갈치 본점
1.0,20.0,15,1.0,4.0,1.0,6.0,7.0,7.0,5.0,소심한책방
1.0,40.0,8,3.0,3.0,3.0,5.0,5.0,5.0,4.0,비자림
0.0,30.0,17,2.0,6.0,2.0,2.0,6.0,3.0,5.0,봄봄 제주김녕점
1.0,50.0,22,2.0,2.0,2.0,6.0,2.0,6.0,3.0,GS25 곽지해변점
1.0,30.0,33,2.0,2.0,4.0,4.0,6.0,5.0,4.0,황우치해변
0.0,20.0,25,4.0,2.0,7.0,7.0,7.0,5.0,5.0,스나쿠타카
1.0,20.0,7,1.0,4.0,1.0,6.0,7.0,7.0,5.0,홉히워크룸
1.0,20.0,33,1.0,7.0,1.0,1.0,7.0,1.0,5.0,스타벅스 제주용담DT점
1.0,20.0,9,2.0,2.0,3.0,3.0,5.0,5.0,3.0,한림보말칼국수
1.0,20.0,15,2.0,3.0,2.0,2.0,6.0,3.0,5.0,올레길 15-B코스(한림-고내 올레)
0.0,50.0,17,5.0,3.0,2.0,4.0,2.0,3.0,4.0,카페B
0.0,40.0,21,3.0,2.0,5.0,2.0,5.0,6.0,5.0,선이네밥집
1.0,20.0,10,2.0,2.0,7.0,4.0,3.0,5.0,5.0,숙자네숟가락젓가락
0.0,20.0,5,6.0,7.0,2.0,4.0,7.0,1.0,4.0,우진해장국
1.0,30.0,8,4.0,3.0,3.0,5.0,6.0,4.0,4.0,성산일출봉 청운식당
1.0,20.0,14,2.0,2.0,1.0,4.0,7.0,4.0,5.0,우럭의숲
1.0,30.0,3,2.0,3.0,4.0,2.0,6.0,4.0,2.0,새빌
1.0,20.0,10,1.0,1.0,1.0,1.0,1.0,1.0,4.0,명랑스낵
1.0,20.0,2,1.0,1.0,1.0,6.0,1.0,7.0,4.0,도두동무지개해안도로
1.0,40.0,17,4.0,2.0,3.0,5.0,7.0,2.0,3.0,CU 제주평화로점
1.0,20.0,4,1.0,1.0,1.0,1.0,7.0,7.0,5.0,로그인렌트카
0.0,30.0,10,1.0,1.0,6.0,5.0,2.0,4.0,4.0,삼보식당
1.0,20.0,20,4.0,1.0,5.0,5.0,3.0,6.0,5.0,협재해수욕장
1.0,20.0,25,4.0,2.0,7.0,1.0,5.0,6.0,4.0,동항790
0.0,30.0,4,4.0,4.0,5.0,2.0,7.0,2.0,5.0,함덕해수욕장
0.0,20.0,8,4.0,4.0,2.0,4.0,4.0,4.0,5.0,담에랑또
0.0,40.0,7,1.0,2.0,2.0,4.0,2.0,4.0,3.0,오전열한시
0.0,20.0,23,2.0,2.0,2.0,2.0,3.0,1.0,3.0,바이크제주
1.0,20.0,12,2.0,3.0,6.0,1.0,6.0,6.0,4.0,우성약국
1.0,20.0,9,3.0,1.0,6.0,5.0,3.0,6.0,5.0,용두암
1.0,20.0,5,4.0,1.0,3.0,2.0,7.0,4.0,5.0,배롱정원
0.0,30.0,11,2.0,2.0,2.0,5.0,2.0,4.0,3.0,월미달빛마루카페
1.0,30.0,12,1.0,7.0,1.0,1.0,7.0,4.0,4.0,달치즈
1.0,20.0,6,2.0,1.0,4.0,2.0,6.0,5.0,5.0,신해바라기분식 본점
1.0,20.0,3,2.0,2.0,3.0,3.0,5.0,5.0,4.0,용짜형뽕
0.0,20.0,7,4.0,4.0,2.0,4.0,4.0,4.0,5.0,스시마타네
0.0,30.0,3,4.0,4.0,3.0,4.0,4.0,4.0,4.0,송월동동화마을
0.0,50.0,26,4.0,3.0,3.0,2.0,2.0,7.0,5.0,높은오름
0.0,30.0,8,4.0,4.0,4.0,4.0,4.0,4.0,5.0,신산공원
0.0,30.0,3,6.0,2.0,6.0,6.0,6.0,6.0,5.0,표선해수욕장
1.0,20.0,2,2.0,2.0,7.0,4.0,3.0,5.0,4.0,릴로
1.0,20.0,26,1.0,4.0,1.0,3.0,7.0,1.0,5.0,섭지바당
1.0,20.0,25,2.0,3.0,6.0,4.0,2.0,3.0,4.0,정방폭포
1.0,40.0,6,1.0,1.0,4.0,1.0,3.0,2.0,4.0,기억나는집
1.0,20.0,24,2.0,3.0,6.0,4.0,2.0,3.0,4.0,정모시쉼터
0.0,20.0,13,2.0,2.0,6.0,2.0,2.0,6.0,5.0,제주동문재래시장
0.0,30.0,2,7.0,1.0,7.0,4.0,2.0,1.0,2.0,인천차이나타운
1.0,20.0,19,5.0,2.0,4.0,3.0,6.0,5.0,4.0,스콘가게끌림
1.0,20.0,27,2.0,1.0,4.0,2.0,6.0,5.0,4.0,고씨주택
1.0,20.0,8,4.0,3.0,4.0,2.0,6.0,7.0,2.0,신포국제시장
1.0,30.0,18,1.0,1.0,2.0,2.0,7.0,5.0,5.0,힛잇업
0.0,30.0,12,2.0,6.0,6.0,4.0,2.0,6.0,3.0,루스트플레이스 칠성로점
1.0,20.0,11,4.0,2.0,4.0,4.0,6.0,6.0,3.0,삼대국수회관 서귀포점
1.0,20.0,12,1.0,1.0,4.0,3.0,7.0,3.0,4.0,듀포레
0.0,20.0,19,2.0,1.0,3.0,3.0,2.0,5.0,5.0,유키돈까스
1.0,30.0,6,1.0,1.0,1.0,5.0,1.0,7.0,5.0,제주선채향
